KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
utsTimeHourSuffix,h,h,h,h,h,,h,g,ч,h,小时,,h,sa
utsTimeMinuteSuffix,m,m,m,m,m,,m,m,мин,m,分钟,,m,d
utsTimeSecondSuffix,s,s,s,s,s,,s,s,сек,s,秒,,s,s
vstID,ID:,ID:,ID:,ID:,ID:,,ID:,ID:,ID:,ID:,ID:,,ID:,ID:
utsKilogramPerMeter,kg/m,kg/m,kg/m,Kg/m,kg/m,,kg/m,kg/m,кг/м,kg/m,千克/米,,kg/m,kg/m
utsGravity,g,g,g,g,g,,g,g,g,g,g,,g,g
cswOutput,Output,Ausgabe,RÉSULTAT,Prodotto,Producido,,Saída,Wydajność,Создано,出力,输出,,출력,Çıktı
Info:,Info:,Info:,Info:,Info:,Info:,,Info:,Info:,Инфо:,情報：,信息：,,정보:,Bilgi:
Base,Base,Basis,Base,Base,Base,,Base,Baza,База,べース,基地,,기지,Üs
Capital Vessel,Capital Vessel,Großes Raumschiff,Vaisseau mère,Nave Ammiraglia,Nave capital,,Nave Capital,Okręt Dowodzenia,Большое судно,キャピタル,母舰,,모선 선체,Büyük Gemi
Small Vessel,Small Vessel,Kleines Raumschiff,Petit vaisseau,Vascello,Nave pequeña,,Nave Pequena,Statek Kosmiczny,Малое судно,小型艦,小飞船,,소형 선체,Küçük Gemi
Hover Vessel,Hover Vessel,Bodengleiter,Hover,Hovercraft,Planeador,,Planador,Ślizgacz Magnetyczny,Парящее судно,ホバー,悬浮飞船,,호버 선체,Hava Aracı
Craft Time (sec),Craft Time (sec),Herstellungsdauer,Tps fabrication (sec),Tempo di Costruzione (s),Tiempo de fabricación (sec),,Tempo de Fabricação (seg),Czas produkcji (sek),Время создания (сек),作製時間(秒）,制造时间（秒）,,제작 시간(초),Yaratma Süresi (san)
Input Items,Input Items,Materialeingabe,Composants requis,Oggetti di Input,Elementos de entrada,,Itens de Entrada,Komponenty,Материалы,投入,输入物品,,입력 아이템,Girdi Maddeleri
Filter,Filter,Filter,Filtre,Filtra,Filtro,,Filtro,Filtr,Фильтр,検索,过滤,,필터,Filtre
msgRemoveLinkWarning,Please read:\nIf you published this Scenario with another Steam account and the Scenario is\nstill in the Workshop you should cancel now.\n\nIf you deleted this Scenario in the Workshop it's recommended to remove the link.,"Bitte lesen:\nWenn du dieses Szenario mit einem anderen Steam Account veröffentlicht hast\nund das Szenario noch im Workshop ist, solltest du jetzt abbrechen.\n\nWenn du das Szenario aber im Workshop gelöscht hast, wird empfohlen, die Verknüpfung zu entfernen.","Attention :\nSi vous avez publié ce scénario avec un autre compte Steam et que le scénario est\nencore dans le Worshop, vous devriez annuler maintenant.\n\nSi vous avez supprimé ce scénario dans le Worshop, il est recommandé de supprimer le lien.",Avviso:\nSe hai pubblicato questo scenario con un altro account Steam e lo scenario è\nancora nel Workshop dovresti annullare ora.\n\nSe hai eliminato questo scenario dal Workshop ti raccomandiamo di rimuovere il collegamento.,"Atención:\nSi publicaste este escenario con otra cuenta de Steam y el escenario\nsigue apareciendo en el Workshop, deberías cancelar ahora.\n\nSi borraste este escenario en el Workshop se recomienda eliminar el enlace.",,"Por favor leia:\nSe você publicou este Cenário com outra conta Steam e o Cenário ainda\nesta no Workshop, você deve cancelar agora.\n\nSe você excluiu este cenário na oficina, é recomendável remover o link.","Prosimy przeczytać:\nJeśli scenariusz został opublikowany już wcześniej w innym Steam Warsztacie i ciągle się na nim znajduje, prosimy anulować to zadanie.\n\nJeżeli usunąłeś ten Scenariusz z warsztatu, powinieneś usunąć również korespondujący mu link.","Пожалуйста, прочитайте:\nЕсли вы опубликовали этот Сценарий с другой учетной записью Steam и сценарий\nвсе еще находится в Мастерской - то отмените это действие.\n\nЕсли вы удаляете Сценарий в Мастерской - то рекомендуем удалить эту ссылку.",読んでください:\nこのシナリオを別のアカウントで公開しているのなら\nワークショップへのアップロードをキャンセルするべきです。\n\nワークショップでこのシナリオを削除した場合は、リンクを削除することをお勧めします。,请注意：\n如果你已用另外一个Steam账号发布了此剧本，\n而此剧本已经保存在创意工坊了，\n那么你应该取消本次操作。\n\n如果你想在创意工坊删除此剧本，建议一并删除相关连接。,,다음 내용을 읽어 주십시오.\n다른 Steam 계정으로 이 시나리오를 게시했고 시나리오가\n아직 워크샵에 있으면 지금 취소해야 합니다.\n\n워크샵에서 이 시나리오를 삭제했다면 링크를 제거하는 것이 좋습니다.,Lütfen okuyun:\nEğer bu Senaryoyu başka bir Steam hesabıyla paylaştıysanız ve Senaryo\nhâlâ Atölye içindeyse işlemi şu anda iptal etmelisiniz.\n\nBu Senaryoyu Atölyeden sildiyseniz bağlantıyı kaldırmanız tavsiye edilir.
StomachPills,Stomach Pills,Magentabletten,Pilules estomac,Pillole per lo Stomaco,Pastillas para el estómago,,Pílulas pro Estômago,Tabletki na ból żołądka,Таблетки для желудка,胃薬,胃药,,위장약,Mide Hapları
SpaceDurian,Durian,Durian,Durian,Durian,Durian,,Durian,Durian,Дуриан,ドリアン,榴莲,,두리안,Durian
Ventilator,Ventilator,Ventilator,Ventilateur,Ventilatore,Ventilador,,Ventilador,Wentylator,Вентилятор,換気装置,通风机,,인공 호흡기,Fan
Teleporter,Teleporter,Teleporter,Téléporteur,Teletrasporto,Teleportador,,Teletransportador,Teleporter,Телепортер,転送装置,传送装置,,텔레포터,Işınlayıcı
ThrusterGVJetRound1x3x1,Thruster Jet (1x3x1),Schubdüse Jet (1x3x1),Propulseur Jet (1x3x1),Propulsore Jet (1x3x1),Propulsor a chorro (1x3x1),,Propulsor a Jato (1x3x1),Silnik odrzutowy (1x3x1),Двигатель ПС (1x3x1),スラスタージェット (1x3x1),喷射推进器 (1x3x1),,추진기 제트(1x3x1),İtici Jet (1x3x1)
ArmorBoost,Armor Boost,Verstärkte Panzerung,Booster armure,Potenziamento Armatura,Refuerzo de armadura,,Aperfeiçoamento de Armadura,Dodatkowe wstawki ochronne,Услилитель брони,アーマーブースト,护甲增强器,,아머 부스트,Zırh Desteği
MarkerBlock1,Marker Block 1,Markierungsblock 1,Bloc marqueur 1,Blocco Indicatore 1,Bloque marcador 1,,Bloco Marcador 1,Blok-znacznik 1,Блок маркера 1,マーケットブロック１,标记方块 1,,마커 블록 1,İşaretçi Blok 1
MarkerBlock2,Marker Block 2,Markierungsblock 2,Bloc marqueur 2,Blocco Indicatore 2,Bloque marcador 2,,Bloco Marcador 2,Blok-znacznik 2,Блок маркера 2,マーケットブロック２,标记方块 2,,마커 블록 2,İşaretçi Blok 2
MarkerBlock3,Marker Block 3,Markierungsblock 3,Bloc marqueur 3,Blocco Indicatore 3,Bloque marcador 3,,Bloco Marcador 3,Blok-znacznik 3,Блок маркера 3,マーケットブロック３,标记方块 3,,마커 블록 3,İşaretçi Blok 3
SpaceOrange,Space Orange,Weltraumorange,Orange de l'espace,Arancia Spaziale,Naranjas espaciales,,Laranja do Espaço,Kosmiczna pomarańcza,Космический апельсин,スペースオレンジ,太空桔,,우주 오렌지,Uzay Portakalı
TrumpetGreens,Trumpet Greens,Trompetenbohne,Trompettes vertes,Fagiolini,Trompetas verdes,,Trompetes Verdes,Zielone Trąbki,Трубочник зелёный,トランペット・グリーン,喇叭菜,,트럼펫 그린,Trompet Yeşillikleri
Sugarcane,Sugarcane,Zuckerrohr,Canne à sucre,Canna da Zucchero,Caña de azucar,,Cana-de-açúcar,Trzcina cukrowa,Сахарный тростник,サトウキビ,甘蔗,,사탕수수,Şeker Kamışı
Salami,Salami,Salami,Salami,Salame,Salami,,Salame,Salami,Салями,サラミ,香肠,,살라미,Salam
inpHideActionBar,Toggle Toolbar On/Off,Schnellzugriff an/aus,Active/Désactive la barre d'outils,Barra degli Strumenti On/Off,Activar/Desactivar barra de herramientas,,Alternar Barra de Ferramentas Lig./Desl.,Włącz / Wyłącz pasek narzędzi,Панель инструментов Вкл/Выкл,入力設定,工具条切换 开/关,,툴바 켜짐/꺼짐 토글,Araç Çubuğunu Aç/Kapa
hintNoSubscribedData,No data for subscribed element,Keine Daten für abbonniertes Element,Aucune donnée pour l'élément souscrit,Nessun dato per l'elemento sottoscritto,Sin datos para el elemento suscrito,,Nenhuma informação para este elemento inscrito,Brak danych dla subskrybowanego elementu,Нет данных для элемента подписки,ヒント,无订阅部分的数据,,가입된 요소에 대한 데이터가 없습니다.,Abone olunan unsur için veri yok
fcwLastOnline,Last Online,Zuletzt aktiv,Dernier en ligne,Ultimo Accesso,Última vez en línea,,Última vez Online,Ostatnia aktywność,Был,最終オンライン,最后在线,,마지막 온라인,Son Çevrimiçi Olduğu Tarih
Yes,Yes,Ja,Oui,Si,Sí,,Sim,Tak,Да,YES,是,,예,Evet
No,No,Nein,Non,No,No,,Não,Nie,Нет,NO,否,,아니오,Hayır
sswOrbit,Orbit,Orbit,Orbite,Orbita,Órbita,,Órbita,Orbita,Орбита,衛星,轨道距离,,궤도,Yörünge
sbwNr,Nr,Nr,Nr,Nr,Nr,,Num,Nr,Номер,Nr,序号,,Nr,Sayı
sbwPlayfield,Playfield,Spielfeld,Zone de jeu,Scenario,Escenario,,Setor,Strefa,Игровое поле,フィールド,所在区域,,플레이필드,Oyun Alanı
sbwKills,Kills,Abschüsse,Tue,Uccisioni,Asesinados,,Matou,Zabójstwa,Убито,キル,击杀,,살인,Öldürmeler
sbwDeaths,Deaths,Gestorben,Morts,Morti,Muertes,,Morreu,Zgony,Смертей,死亡,死亡,,사망,Ölümler
FALSE,FALSE,Nicht verfügbar,Faux,No,No,,Sim,Fałsz,нет,無効,假,,,
TRUE,TRUE,Zutreffend,Vrai,Si,Sí,,Não,Prawda,есть,有効,真,,,
None,None,Nicht vorhanden,Aucun,Nessuno,Ninguno,Nada,Nenhum,Brak,Отсутствует,無し,无,無,없음,Yok
SensorTriggerBlocksSV,"Sensor and Signal Blocks (SV,HV)","Sensoren und Signalblöcke (KR,BG)",Blocs Capteurs et Déclencheurs SV/HV,"Sensori e Segnali (V,H)","Sensor y bloque de señal (NP,NL)",,"Blocos de Sensor e Sinal (NP, P)","Czujniki i bloki sygnałowe (SV, HV)","Сенсорные и Сигнальные блоки (МС,ПС)","センサーとシグナルブロック(SV,HV)",传感和信号方块组（悬浮、小飞船）,,,
Closet,Wardrobe,Schrank,Dressing,Armadio,Armario,,Guarda Roupas,Garderoba,Гардероб,クローゼット,衣柜,,,
PulseRifleT2,Pulse Rifle (T2),Pulsgewehr (T2),Fusil à impulsion T2,Fucile a Impulsi (V2),Rifle de pulso (T2),Pulse Rifle (T2),Rifle de Pulso (T2),Karabin Impulsowy (T2),Импульсная винтовка (К2),パルス・ライフル(T2),脉冲步枪 (T2),,,
msgBlueprintAccessRightsProblem,WARNING: You seem to not have the access rights to save or overwrite a Blueprint.\nIf you still try data loss may occur!\n\nPlease try to setup Windows and your account to get the needed rights.,"WARNUNG: Du hast anscheinend nicht die Zugriffsrechte, um einen Bauplan zu speichern oder zu überschreiben.\nWenn du es trotzdem versuchst, kann Datenverlust auftreten!\n\nBitte versuche Windows und deinen Account so einzurichten, dass du die benötigten Rechte hast.","AVERTISSEMENT: Vous ne semblez pas avoir les droits d'accès pour sauvegarder ou écraser un Blueprint.\nSi vous essayez encore, vous risquez de perdre des données ! \n\nVérifiez si vos droits utilisateur de windows sont suffisants.",AVVISO: Sembra che tu non possieda i diritti di accesso per salvare o sovrascrivere un progetto.\nSe riprovi ancora si potrebbe verificare una perdita di dati!\n\nProva a configurare Windows e il tuo account per ottenere i diritti necessari.,"ADVERTENCIA: Parece que no tiene permisos de acceso para guardar o sobrescribir un Blueprint.\n¡Si intenta proseguir podría perder datos!\n\nPor favor, intente configurar Windows y su cuenta de usuario para obtener los permisos necesarios.",,"AVISO: Você parece não ter os direitos de acesso para salvar ou substituir um Blueprint.\nSe você ainda tentar poderá perder seus dados!\n\nPor favor, tente configurar o Windows e sua conta para obter os direitos necessários.","OSTRZEŻENIE: Wygląda na to że nie masz dostępu do zapisywania, albo nadpisywania projektów.\nKontynuowanie operacji może doprowadzić do utraty danych!\n\nProsimy skonfigurować system Windows oraz lokalne konto użytkownika, aby uzyskać potrzebne uprawnienia.","ПРЕДУПРЕЖДЕНИЕ: У вас нет прав для перезаписи этого чертежа.\nЕсли вы продолжите, то данные будут потеряны!\n\nПожалуйста, войдите в аккаунт имеющий права доступа к данному чертежу.",警告：あなたは設計図を保存または上書きするためのアクセス権を持っていません。\n必要なアクセス権を得るためにWindowsのアカウント設定を変更してください。,警告：您似乎没有保存和修改蓝图的权限。\n如果您继续尝试，数据可能会丢失。\n\n请尝试通过Windows登陆账号的设置来获得所需权限。,,,
termXPs,Experience Points,Erfahrungspunkte,Points d'expérience,Punti Esperienza,Puntos de experiencia,,Pontos de Experiência,Punkty doświadczenia,Очков опыта,経験値,经验点数,,,
termUPs,Upgrade Points,Upgrade-Punkte,Points d'amélioration,Punti Upgrade,Puntos de actualización,,Pontos de Atualização,Punkty ulepszenia,Очков исследований,アップ・グレードポイント,升级点数,,,
rewardLevelIncrease,Level increase,Level-Erhöhung,Augmentation de niveau,Aumento di Livello,Incrementar nivel,,Aumento de Nivel,Wzrost poziomu,Повышение уровня,レベル上昇,等级提升,,,
rewardLevelTarget,Target Level,Ziel-Level,Niveau cible,Livello Bersaglio,Nivel objetivo,,Objetivo de Aumento,Poziom docelowy,Требуемый уровень,目標レベル,目标等级,,,
igmWarpSVAU,Small vessels can only warp {0} AU,Kleine Raumschiffe können nur {0} AU warpen,Les petits vaisseaux peuvent faire des sauts hyper-espace d'une distance de {0} UA maximum,I Vascelli possono viaggiare nell'iperspazio solo per {0} UA,Las naves pequeñas solo pueden hacer un salto warp de {0} AU,,Naves pequenas podem viajar apenas {0} AL,Statek kosmiczny może wykonać skok maksymalnie na odległość {0} AU,Малое судно может прыгнуть только на {0} а.е.,小型艦は {0} AU だけワープできます,小飞船只能翘曲跳跃 {0} 天文单位,,,
texSize,Size,Fläche,Taille,Dimensione,Tamaño,,Tamanho,Rozmiar,Размер,サイズ,规模,,,
texSizeSmall,Small,Klein,Petit,Piccola,Pequeño,,Pequeno,Mały,Малый,小,小,,,
texSizeMedium,Medium,Mittel,Moyen,Media,Mediano,,Médio,Średni,Средний,中,中,,,
texSizeLarge,Large,Gross,Grand,Grande,Grande,,Grande,Duży,Большой,大,大,,,
mnuParallax,Parallax Occlusion Mapping,Parallax Occlusion Mapping,Parallax Occlusion Mapping,Mappatura Occlusioni in Parallasse,Mapeado de la ocusión por paralaje (POM),,Mapeamento de Ocusão Paralax,Mapowanie okluzji paralaksy (POM),Карта параллакса отражений,視差マッピング,视差遮蔽贴图技术,,,
mnuParallaxOff,Off,Deaktiviert,Off,Off,Desactivado,,Desl.,Wyłączone,Выкл,オフ,关,,,
mnuParallaxLow,Low,Niedrig,Bas,Basso,Bajo,,Baixo,Niskie,Низкое,低,低,,,
mnuParallaxHigh,High,Hoch,Haut,Alto,Alto,,Alto,Wysokie,Высокое,高,高,,,
mnuAnisotropic,Anisotropic Filtering,Anisotrope Filterung,Filtrage Anisotrope,Filtro Anisotropico,Filtrado anisotrópico,,Filtro Anisotrópico,Filtrowanie anizotropowe,Анизотропная фильтрация,異方性フィルタリング,各向异性过滤,,,
bhiParallax,Set the Parallax Occlusion Mapping Level. This adds the illusion of Geometry with a Moderate Performance Impact.,"Wähle die Stärke des Parallax Occlusion Mapping. Dies emuliert eine dreidimensionale Oberfläche, erhöht den Leistungsbedarf allerdings moderat.","Définit le niveau de Parallaxe Occlusion Mapping. Ceci ajoute l'illusion de la géométrie, avec un impact modéré sur la performance",Imposta il livello di Mappatura dell'Occlusione in Parallasse. In questo modo le texture appariranno in 3D con un impatto moderato sulle prestazioni.,Ajustar el nivel de mapeado de la ocusión por paralaje (POM). Esto mejora la ilusión de las formas geométricas a costa de un impacto moderado en el rendimiento.,,Defina o nível de mapeamento de oclusão Parallax. Isso adiciona a ilusão de Geometria com um Impacto de Desempenho Moderado.,Ustaw poziom mapowania okluzji paralaksy. Doda to iluzję geometrii z umiarkowanym wpływem na wydajność.,Установка уровней карты параллакса отражений. Это добавляет иллюзии геометрии с умеренным воздействием на производительность.,視差マッピングレベルを設定します。程度のパフォーマンスを犠牲に幾何学的錯視を追加します。,设置视差遮蔽贴图技术的等级，这会增加几何模型的影像数量但对性能会有中等程度的影响。,,,
bhiAnisotropic,"Enable/Disable Anisotropic Filtering. This Improves the look of Textures at shallow viewing angles, with some Performance/VRAM Cost.","Aktiviere/Deaktivere Anisotrope Filterung. Dies verbessert die Kantenschärfe, erhöht dabei allerdings den Leistungs/VRAM Bedarf.","Active/Désactive le Filtrage Anisotrope. Ceci améliore l'apparence des textures en préservant le détail à des angles de vue extrêmes, avec un coût relatif Performance/VRAM.","Attiva/Disattiva il Filtro Anisotropico. In questo modo viene migliorato l'aspetto delle texture quando sono viste da varie angolazioni, ha un leggero peso sulle Performance (VRAM).",Activa/Desactiva el filtrado anisotrópico. Esto mejora la apariencia de las texturas vistas desde ángulos oblicuos a costa de rendimiento/VRAM.,,"Ativar/Desativar filtragem anisotrópica. Isso melhora a aparência de texturas de alguns ângulos, com um certo custo de desempenho/VRAM.","Włącz / Wyłącz filtrowanie anizotropowe. Włączenie tej opcji poprawi wygląd obiektów obserwowanych pod małymi kątami, kosztem większych wymagań i VRAM.",Вкл/Выкл Анизотропной фильтрации. Это улучшает внешний вид текстур под углом. Требовательно к производительности и объему памяти.,異方性フィルタリングを有効/無効にします。これは、いくつかのパフォーマンス/ VRAMを犠牲に斜面テクスチャの外観を改善します。,启用/禁用各向异性过滤。这会提高纹理的动态视觉效果，但需要更多的使用一些显存。,,,
